"cowcode","stateabb","statename","ethnicity_relevant","year_from","year_to","group_name","size","status","warid","warid2","groupid","cowgroupid","markertype","serialid"
"750","IND","India","Yes","1947","1962","Hindi (non-SC/ST/OBCs)","0.263","SENIOR PARTNER",,,"5000","75005000","Ethno-Linguistic","2351"
"750","IND","India","Yes","1947","1962","Scheduled Castes  and  Tribes","0.25","JUNIOR PARTNER",,,"18000","75018000","Ethno-Professional","2352"
"750","IND","India","Yes","1947","1962","Muslims","0.12","JUNIOR PARTNER",,,"13000","75013000","Ethno-Religious","2353"
"750","IND","India","Yes","1947","1962","Telugu (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"20000","75020000","Ethno-Linguistic","2354"
"750","IND","India","Yes","1947","1962","Marathi (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"11000","75011000","Ethno-Linguistic","2355"
"750","IND","India","Yes","1947","1962","Tamil (non-SC/ST/OBCs)","0.047","JUNIOR PARTNER",,,"19000","75019000","Ethno-Linguistic","2356"
"750","IND","India","Yes","1947","1962","Bengali (non-SC/ST/OBCs)","0.039","JUNIOR PARTNER",,,"2000","75002000","Ethno-Linguistic","2357"
"750","IND","India","Yes","1947","1962","Gujarati (non-SC/ST/OBCs)","0.034","JUNIOR PARTNER",,,"4000","75004000","Ethno-Linguistic","2358"
"750","IND","India","Yes","1947","1962","Kannada (non-SC/ST/OBCs)","0.025","JUNIOR PARTNER",,,"8000","75008000","Ethno-Linguistic","2359"
"750","IND","India","Yes","1947","1962","Malyalam (non-SC/ST/OBCs)","0.024","JUNIOR PARTNER",,,"9000","75009000","Ethno-Linguistic","2360"
"750","IND","India","Yes","1947","1962","Oriya (non-SC/ST/OBCs)","0.02","JUNIOR PARTNER",,,"15000","75015000","Ethno-Linguistic","2361"
"750","IND","India","Yes","1947","1962","Punjabi-Sikhs (non-SC/ST/OBCs)","0.019","JUNIOR PARTNER",,,"17000","75017000","Ethno-Religious","2362"
"750","IND","India","Yes","1947","1962","Assamese (non-SC/ST/OBCs)","0.014","JUNIOR PARTNER",,,"1000","75001000","Ethno-Linguistic","2363"
"750","IND","India","Yes","1947","1962","Manipuri","0.002","POWERLESS",,,"10000","75010000","Ethno-Racial","2364"
"750","IND","India","Yes","1947","1962","Naga","0.002","POWERLESS","15400",,"14000","75014000","Ethno-Racial","2365"
"750","IND","India","Yes","1947","1962","Mizo","0.001","POWERLESS",,,"12000","75012000","Ethno-Racial","2366"
"750","IND","India","Yes","1947","1962","Bodo","0.001","IRRELEVANT",,,"3000","75003000","Ethno-Linguistic","2367"
"750","IND","India","Yes","1947","1962","Indigenous Tripuri","0.001","POWERLESS",,,"7000","75007000","Ethno-Linguistic","2368"
"750","IND","India","Yes","1947","1962","Other Backward Classes/Castes","0","IRRELEVANT",,,"16000","75016000","Ethno-Professional","2369"
"750","IND","India","Yes","1963","1971","Hindi (non-SC/ST/OBCs)","0.263","SENIOR PARTNER",,,"5000","75005000","Ethno-Linguistic","2370"
"750","IND","India","Yes","1963","1971","Scheduled Castes  and  Tribes","0.25","JUNIOR PARTNER",,,"18000","75018000","Ethno-Professional","2371"
"750","IND","India","Yes","1963","1971","Muslims","0.12","JUNIOR PARTNER",,,"13000","75013000","Ethno-Religious","2372"
"750","IND","India","Yes","1963","1971","Telugu (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"20000","75020000","Ethno-Linguistic","2373"
"750","IND","India","Yes","1963","1971","Marathi (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"11000","75011000","Ethno-Linguistic","2374"
"750","IND","India","Yes","1963","1971","Tamil (non-SC/ST/OBCs)","0.047","JUNIOR PARTNER",,,"19000","75019000","Ethno-Linguistic","2375"
"750","IND","India","Yes","1963","1971","Bengali (non-SC/ST/OBCs)","0.039","JUNIOR PARTNER",,,"2000","75002000","Ethno-Linguistic","2376"
"750","IND","India","Yes","1963","1971","Gujarati (non-SC/ST/OBCs)","0.034","JUNIOR PARTNER",,,"4000","75004000","Ethno-Linguistic","2377"
"750","IND","India","Yes","1963","1971","Kannada (non-SC/ST/OBCs)","0.025","JUNIOR PARTNER",,,"8000","75008000","Ethno-Linguistic","2378"
"750","IND","India","Yes","1963","1971","Malyalam (non-SC/ST/OBCs)","0.024","JUNIOR PARTNER",,,"9000","75009000","Ethno-Linguistic","2379"
"750","IND","India","Yes","1963","1971","Oriya (non-SC/ST/OBCs)","0.02","JUNIOR PARTNER",,,"15000","75015000","Ethno-Linguistic","2380"
"750","IND","India","Yes","1963","1971","Punjabi-Sikhs (non-SC/ST/OBCs)","0.019","JUNIOR PARTNER",,,"17000","75017000","Ethno-Religious","2381"
"750","IND","India","Yes","1963","1971","Assamese (non-SC/ST/OBCs)","0.014","JUNIOR PARTNER",,,"1000","75001000","Ethno-Linguistic","2382"
"750","IND","India","Yes","1963","1971","Manipuri","0.002","POWERLESS",,,"10000","75010000","Ethno-Racial","2383"
"750","IND","India","Yes","1963","1971","Naga","0.002","REGIONAL AUTONOMY","15400",,"14000","75014000","Ethno-Racial","2384"
"750","IND","India","Yes","1963","1971","Indigenous Tripuri","0.001","POWERLESS",,,"7000","75007000","Ethno-Linguistic","2385"
"750","IND","India","Yes","1963","1971","Mizo","0.001","POWERLESS","19900",,"12000","75012000","Ethno-Racial","2386"
"750","IND","India","Yes","1963","1971","Bodo","0.001","POWERLESS",,,"3000","75003000","Ethno-Linguistic","2387"
"750","IND","India","Yes","1963","1971","Other Backward Classes/Castes","0","IRRELEVANT",,,"16000","75016000","Ethno-Professional","2388"
"750","IND","India","Yes","1972","1976","Hindi (non-SC/ST/OBCs)","0.263","SENIOR PARTNER",,,"5000","75005000","Ethno-Linguistic","2389"
"750","IND","India","Yes","1972","1976","Scheduled Castes  and  Tribes","0.25","JUNIOR PARTNER",,,"18000","75018000","Ethno-Professional","2390"
"750","IND","India","Yes","1972","1976","Muslims","0.12","JUNIOR PARTNER",,,"13000","75013000","Ethno-Religious","2391"
"750","IND","India","Yes","1972","1976","Telugu (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"20000","75020000","Ethno-Linguistic","2392"
"750","IND","India","Yes","1972","1976","Marathi (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"11000","75011000","Ethno-Linguistic","2393"
"750","IND","India","Yes","1972","1976","Tamil (non-SC/ST/OBCs)","0.047","JUNIOR PARTNER",,,"19000","75019000","Ethno-Linguistic","2394"
"750","IND","India","Yes","1972","1976","Bengali (non-SC/ST/OBCs)","0.039","JUNIOR PARTNER",,,"2000","75002000","Ethno-Linguistic","2395"
"750","IND","India","Yes","1972","1976","Gujarati (non-SC/ST/OBCs)","0.034","JUNIOR PARTNER",,,"4000","75004000","Ethno-Linguistic","2396"
"750","IND","India","Yes","1972","1976","Kannada (non-SC/ST/OBCs)","0.025","JUNIOR PARTNER",,,"8000","75008000","Ethno-Linguistic","2397"
"750","IND","India","Yes","1972","1976","Malyalam (non-SC/ST/OBCs)","0.024","JUNIOR PARTNER",,,"9000","75009000","Ethno-Linguistic","2398"
"750","IND","India","Yes","1972","1976","Oriya (non-SC/ST/OBCs)","0.02","JUNIOR PARTNER",,,"15000","75015000","Ethno-Linguistic","2399"
"750","IND","India","Yes","1972","1976","Punjabi-Sikhs (non-SC/ST/OBCs)","0.019","JUNIOR PARTNER",,,"17000","75017000","Ethno-Religious","2400"
"750","IND","India","Yes","1972","1976","Assamese (non-SC/ST/OBCs)","0.014","JUNIOR PARTNER",,,"1000","75001000","Ethno-Linguistic","2401"
"750","IND","India","Yes","1972","1976","Naga","0.002","REGIONAL AUTONOMY",,,"14000","75014000","Ethno-Racial","2402"
"750","IND","India","Yes","1972","1976","Manipuri","0.002","REGIONAL AUTONOMY",,,"10000","75010000","Ethno-Racial","2403"
"750","IND","India","Yes","1972","1976","Indigenous Tripuri","0.001","POWERLESS",,,"7000","75007000","Ethno-Linguistic","2404"
"750","IND","India","Yes","1972","1976","Bodo","0.001","POWERLESS",,,"3000","75003000","Ethno-Linguistic","2405"
"750","IND","India","Yes","1972","1976","Mizo","0.001","POWERLESS",,,"12000","75012000","Ethno-Racial","2406"
"750","IND","India","Yes","1972","1976","Other Backward Classes/Castes","0","IRRELEVANT",,,"16000","75016000","Ethno-Professional","2407"
"750","IND","India","Yes","1977","1986","Hindi (non-SC/ST/OBCs)","0.263","SENIOR PARTNER",,,"5000","75005000","Ethno-Linguistic","2408"
"750","IND","India","Yes","1977","1986","Other Backward Classes/Castes","0.134","JUNIOR PARTNER",,,"16000","75016000","Ethno-Professional","2409"
"750","IND","India","Yes","1977","1986","Muslims","0.12","JUNIOR PARTNER",,,"13000","75013000","Ethno-Religious","2410"
"750","IND","India","Yes","1977","1986","Scheduled Castes  and  Tribes","0.116","JUNIOR PARTNER",,,"18000","75018000","Ethno-Linguistic","2411"
"750","IND","India","Yes","1977","1986","Telugu (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"20000","75020000","Ethno-Linguistic","2412"
"750","IND","India","Yes","1977","1986","Marathi (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"11000","75011000","Ethno-Linguistic","2413"
"750","IND","India","Yes","1977","1986","Tamil (non-SC/ST/OBCs)","0.047","JUNIOR PARTNER",,,"19000","75019000","Ethno-Linguistic","2414"
"750","IND","India","Yes","1977","1986","Bengali (non-SC/ST/OBCs)","0.039","JUNIOR PARTNER",,,"2000","75002000","Ethno-Linguistic","2415"
"750","IND","India","Yes","1977","1986","Gujarati (non-SC/ST/OBCs)","0.034","JUNIOR PARTNER",,,"4000","75004000","Ethno-Linguistic","2416"
"750","IND","India","Yes","1977","1986","Kannada (non-SC/ST/OBCs)","0.025","JUNIOR PARTNER",,,"8000","75008000","Ethno-Linguistic","2417"
"750","IND","India","Yes","1977","1986","Malyalam (non-SC/ST/OBCs)","0.024","JUNIOR PARTNER",,,"9000","75009000","Ethno-Linguistic","2418"
"750","IND","India","Yes","1977","1986","Oriya (non-SC/ST/OBCs)","0.02","JUNIOR PARTNER",,,"15000","75015000","Ethno-Religious","2419"
"750","IND","India","Yes","1977","1986","Punjabi-Sikhs (non-SC/ST/OBCs)","0.019","JUNIOR PARTNER","25700",,"17000","75017000","Ethno-Linguistic","2420"
"750","IND","India","Yes","1977","1986","Assamese (non-SC/ST/OBCs)","0.014","JUNIOR PARTNER",,,"1000","75001000","Ethno-Linguistic","2421"
"750","IND","India","Yes","1977","1986","Manipuri","0.002","REGIONAL AUTONOMY","25300",,"10000","75010000","Ethno-Racial","2422"
"750","IND","India","Yes","1977","1986","Naga","0.002","REGIONAL AUTONOMY",,,"14000","75014000","Ethno-Racial","2423"
"750","IND","India","Yes","1977","1986","Indigenous Tripuri","0.001","POWERLESS","23900",,"7000","75007000","Ethno-Linguistic","2424"
"750","IND","India","Yes","1977","1986","Mizo","0.001","POWERLESS",,,"12000","75012000","Ethno-Racial","2425"
"750","IND","India","Yes","1977","1986","Bodo","0.001","POWERLESS",,,"3000","75003000","Ethno-Linguistic","2426"
"750","IND","India","Yes","1987","1991","Hindi (non-SC/ST/OBCs)","0.263","SENIOR PARTNER",,,"5000","75005000","Ethno-Linguistic","2427"
"750","IND","India","Yes","1987","1991","Other Backward Classes/Castes","0.134","JUNIOR PARTNER",,,"16000","75016000","Ethno-Professional","2428"
"750","IND","India","Yes","1987","1991","Muslims","0.12","JUNIOR PARTNER","27000",,"13000","75013000","Ethno-Religious","2429"
"750","IND","India","Yes","1987","1991","Scheduled Castes  and  Tribes","0.116","JUNIOR PARTNER",,,"18000","75018000","Ethno-Linguistic","2430"
"750","IND","India","Yes","1987","1991","Telugu (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"20000","75020000","Ethno-Linguistic","2431"
"750","IND","India","Yes","1987","1991","Marathi (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"11000","75011000","Ethno-Linguistic","2432"
"750","IND","India","Yes","1987","1991","Tamil (non-SC/ST/OBCs)","0.047","JUNIOR PARTNER",,,"19000","75019000","Ethno-Linguistic","2433"
"750","IND","India","Yes","1987","1991","Bengali (non-SC/ST/OBCs)","0.039","JUNIOR PARTNER",,,"2000","75002000","Ethno-Linguistic","2434"
"750","IND","India","Yes","1987","1991","Gujarati (non-SC/ST/OBCs)","0.034","JUNIOR PARTNER",,,"4000","75004000","Ethno-Linguistic","2435"
"750","IND","India","Yes","1987","1991","Kannada (non-SC/ST/OBCs)","0.025","JUNIOR PARTNER",,,"8000","75008000","Ethno-Linguistic","2436"
"750","IND","India","Yes","1987","1991","Malyalam (non-SC/ST/OBCs)","0.024","JUNIOR PARTNER",,,"9000","75009000","Ethno-Linguistic","2437"
"750","IND","India","Yes","1987","1991","Oriya (non-SC/ST/OBCs)","0.02","JUNIOR PARTNER",,,"15000","75015000","Ethno-Religious","2438"
"750","IND","India","Yes","1987","1991","Punjabi-Sikhs (non-SC/ST/OBCs)","0.019","JUNIOR PARTNER","25700",,"17000","75017000","Ethno-Linguistic","2439"
"750","IND","India","Yes","1987","1991","Assamese (non-SC/ST/OBCs)","0.014","JUNIOR PARTNER","27100",,"1000","75001000","Ethno-Linguistic","2440"
"750","IND","India","Yes","1987","1991","Manipuri","0.002","REGIONAL AUTONOMY","25300",,"10000","75010000","Ethno-Racial","2441"
"750","IND","India","Yes","1987","1991","Naga","0.002","REGIONAL AUTONOMY",,,"14000","75014000","Ethno-Racial","2442"
"750","IND","India","Yes","1987","1991","Indigenous Tripuri","0.001","REGIONAL AUTONOMY","23900",,"7000","75007000","Ethno-Linguistic","2443"
"750","IND","India","Yes","1987","1991","Mizo","0.001","POWERLESS",,,"12000","75012000","Ethno-Racial","2444"
"750","IND","India","Yes","1987","1991","Bodo","0.001","POWERLESS",,,"3000","75003000","Ethno-Linguistic","2445"
"750","IND","India","Yes","1992","2010","Hindi (non-SC/ST/OBCs)","0.263","SENIOR PARTNER",,,"5000","75005000","Ethno-Linguistic","2446"
"750","IND","India","Yes","1992","2010","Other Backward Classes/Castes","0.134","JUNIOR PARTNER",,,"16000","75016000","Ethno-Professional","2447"
"750","IND","India","Yes","1992","2010","Muslims","0.12","JUNIOR PARTNER","27000","35900","13000","75013000","Ethno-Religious","2448"
"750","IND","India","Yes","1992","2010","Scheduled Castes  and  Tribes","0.116","JUNIOR PARTNER",,,"18000","75018000","Ethno-Professional","2449"
"750","IND","India","Yes","1992","2010","Telugu (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"20000","75020000","Ethno-Linguistic","2450"
"750","IND","India","Yes","1992","2010","Marathi (non-SC/ST/OBCs)","0.053","JUNIOR PARTNER",,,"11000","75011000","Ethno-Linguistic","2451"
"750","IND","India","Yes","1992","2010","Tamil (non-SC/ST/OBCs)","0.047","JUNIOR PARTNER",,,"19000","75019000","Ethno-Linguistic","2452"
"750","IND","India","Yes","1992","2010","Bengali (non-SC/ST/OBCs)","0.039","JUNIOR PARTNER",,,"2000","75002000","Ethno-Linguistic","2453"
"750","IND","India","Yes","1992","2010","Gujarati (non-SC/ST/OBCs)","0.034","JUNIOR PARTNER",,,"4000","75004000","Ethno-Linguistic","2454"
"750","IND","India","Yes","1992","2010","Kannada (non-SC/ST/OBCs)","0.025","JUNIOR PARTNER",,,"8000","75008000","Ethno-Linguistic","2455"
"750","IND","India","Yes","1992","2010","Malyalam (non-SC/ST/OBCs)","0.024","JUNIOR PARTNER",,,"9000","75009000","Ethno-Linguistic","2456"
"750","IND","India","Yes","1992","2010","Oriya (non-SC/ST/OBCs)","0.02","JUNIOR PARTNER",,,"15000","75015000","Ethno-Religious","2457"
"750","IND","India","Yes","1992","2010","Punjabi-Sikhs (non-SC/ST/OBCs)","0.019","JUNIOR PARTNER","25700",,"17000","75017000","Ethno-Linguistic","2458"
"750","IND","India","Yes","1992","2010","Assamese (non-SC/ST/OBCs)","0.014","JUNIOR PARTNER","27100",,"1000","75001000","Ethno-Linguistic","2459"
"750","IND","India","Yes","1992","2010","Manipuri","0.002","REGIONAL AUTONOMY","25300",,"10000","75010000","Ethno-Racial","2460"
"750","IND","India","Yes","1992","2010","Naga","0.002","REGIONAL AUTONOMY",,,"14000","75014000","Ethno-Racial","2461"
"750","IND","India","Yes","1992","2010","Indigenous Tripuri","0.001","REGIONAL AUTONOMY","23900",,"7000","75007000","Ethno-Linguistic","2462"
"750","IND","India","Yes","1992","2010","Mizo","0.001","REGIONAL AUTONOMY",,,"12000","75012000","Ethno-Racial","2463"
"750","IND","India","Yes","1992","2010","Bodo","0.001","POWERLESS","33100","35800","3000","75003000","Ethno-Linguistic","2464"
"770","PAK","Pakistan","Yes","1947","1971","Ahmadis","0.03","JUNIOR PARTNER",,,"7000","77007000","Ethno-Religious","2465"
"770","PAK","Pakistan","Yes","1947","1971","Baluchis","0.02","POWERLESS",,,"1000","77001000","Ethno-Cultural","2466"
"770","PAK","Pakistan","Yes","1947","1971","Bengali","0.44","DISCRIMINATED","21600",,"2000","77002000","Ethno-Linguistic","2467"
"770","PAK","Pakistan","Yes","1947","1971","Hindus","0.02","DISCRIMINATED",,,"8000","77008000","Ethno-Religious","2468"
"770","PAK","Pakistan","Yes","1947","1971","Mohajirs","0.04","IRRELEVANT",,,"3000","77003000","Ethno-Regional","2469"
"770","PAK","Pakistan","Yes","1947","1971","Pashtuns","0.05","JUNIOR PARTNER",,,"4000","77004000","Ethno-Linguistic","2470"
"770","PAK","Pakistan","Yes","1947","1971","Punjabi","0.33","SENIOR PARTNER",,,"5000","77005000","Ethno-Linguistic","2471"
"770","PAK","Pakistan","Yes","1947","1971","Sindhi","0.07","JUNIOR PARTNER",,,"6000","77006000","Ethno-Linguistic","2472"
"770","PAK","Pakistan","Yes","1972","1973","Ahmadis","0.03","JUNIOR PARTNER",,,"7000","77007000","Ethno-Religious","2473"
"770","PAK","Pakistan","Yes","1972","1973","Baluchis","0.03","POWERLESS",,,"1000","77001000","Ethno-Cultural","2474"
"770","PAK","Pakistan","Yes","1972","1973","Hindus","0.02","DISCRIMINATED",,,"8000","77008000","Ethno-Religious","2475"
"770","PAK","Pakistan","Yes","1972","1973","Mohajirs","0.08","DISCRIMINATED",,,"3000","77003000","Ethno-Regional","2476"
"770","PAK","Pakistan","Yes","1972","1973","Pashtuns","0.09","JUNIOR PARTNER",,,"4000","77004000","Ethno-Linguistic","2477"
"770","PAK","Pakistan","Yes","1972","1973","Punjabi","0.64","SENIOR PARTNER",,,"5000","77005000","Ethno-Linguistic","2478"
"770","PAK","Pakistan","Yes","1972","1973","Sindhi","0.11","JUNIOR PARTNER",,,"6000","77006000","Ethno-Linguistic","2479"
"770","PAK","Pakistan","Yes","1974","1983","Ahmadis","0.03","POWERLESS",,,"7000","77007000","Ethno-Religious","2480"
"770","PAK","Pakistan","Yes","1974","1983","Baluchis","0.03","POWERLESS","22900",,"1000","77001000","Ethno-Cultural","2481"
"770","PAK","Pakistan","Yes","1974","1983","Hindus","0.02","DISCRIMINATED",,,"8000","77008000","Ethno-Religious","2482"
"770","PAK","Pakistan","Yes","1974","1983","Mohajirs","0.08","DISCRIMINATED",,,"3000","77003000","Ethno-Regional","2483"
"770","PAK","Pakistan","Yes","1974","1983","Pashtuns","0.09","JUNIOR PARTNER",,,"4000","77004000","Ethno-Linguistic","2484"
"770","PAK","Pakistan","Yes","1974","1983","Punjabi","0.64","SENIOR PARTNER",,,"5000","77005000","Ethno-Linguistic","2485"
"770","PAK","Pakistan","Yes","1974","1983","Sindhi","0.11","JUNIOR PARTNER",,,"6000","77006000","Ethno-Linguistic","2486"
"770","PAK","Pakistan","Yes","1984","2001","Ahmadis","0.03","DISCRIMINATED",,,"7000","77007000","Ethno-Religious","2487"
"770","PAK","Pakistan","Yes","1984","2001","Baluchis","0.03","POWERLESS",,,"1000","77001000","Ethno-Cultural","2488"
"770","PAK","Pakistan","Yes","1984","2001","Hindus","0.02","DISCRIMINATED",,,"8000","77008000","Ethno-Religious","2489"
"770","PAK","Pakistan","Yes","1984","2001","Mohajirs","0.08","DISCRIMINATED","31200",,"3000","77003000","Ethno-Regional","2490"
"770","PAK","Pakistan","Yes","1984","2001","Pashtuns","0.09","JUNIOR PARTNER",,,"4000","77004000","Ethno-Linguistic","2491"
"770","PAK","Pakistan","Yes","1984","2001","Punjabi","0.64","SENIOR PARTNER",,,"5000","77005000","Ethno-Linguistic","2492"
"770","PAK","Pakistan","Yes","1984","2001","Sindhi","0.11","JUNIOR PARTNER",,,"6000","77006000","Ethno-Linguistic","2493"
